Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,STIG Severity,CVSS v4.0 Base Score,CVSS v4.0 Base+Threat Score,CVSS v3.0 Base Score,CVSS v2.0 Temporal Score,CVSS v3.0 Temporal Score,VPR Score,EPSS Score,Risk Factor,BID,XREF,MSKB,Plugin Publication Date,Plugin Modification Date,Metasploit,Core Impact,CANVAS
"117887","","","None","192.168.2.133","tcp","0","OS Security Patch Assessment Available","Nessus was able to log in to the remote host using the provided
credentials and enumerate OS security patch levels.","Nessus was able to determine OS security patch levels by logging
into the remote host and running commands to determine the version
of the operating system and its components.  The remote host was
identified as an operating system or device that Nessus supports for
patch and update assessment.  The necessary information was obtained
to perform these checks.","n/a","","OS Security Patch Assessment is available.

Protocol : LOCAL
","","","","","","","","","None","","IAVB:0001-B-0516","","2018/10/02","2021/07/12","","",""
"130024","","","None","192.168.2.133","tcp","0","PostgreSQL Client/Server Installed (Linux)","One or more PostgreSQL server or client versions are available on the remote Linux host.","One or more PostgreSQL server or client versions have been detected on the remote Linux host.","n/a","","
  Path    : /usr/lib/postgresql/17/bin/postgres (via package manager)
  Version : 17.0
","","","","","","","","","None","","","","2019/10/18","2025/04/30","","",""
"130024","","","None","192.168.2.133","tcp","0","PostgreSQL Client/Server Installed (Linux)","One or more PostgreSQL server or client versions are available on the remote Linux host.","One or more PostgreSQL server or client versions have been detected on the remote Linux host.","n/a","","
  Path    : /usr/lib/postgresql/17/bin/psql (via package manager)
  Version : 17.0
","","","","","","","","","None","","","","2019/10/18","2025/04/30","","",""
"136318","","","None","192.168.2.133","tcp","8834","TLS Version 1.2 Protocol Detection","The remote service encrypts traffic using a version of TLS.","The remote service accepts connections encrypted using TLS 1.2.","N/A","https://tools.ietf.org/html/rfc5246","TLSv1.2 is enabled and the server supports at least one cipher.","","","","","","","","","None","","","","2020/05/04","2020/05/04","","",""
"136340","","","None","192.168.2.133","tcp","0","nginx Installed (Linux/UNIX)","NGINX is installed on the remote Linux / Unix host.","NGINX, a web server with load balancing capabilities, is installed on
 the remote Linux / Unix host.","n/a","https://www.nginx.com","
Nessus detected 2 installs of nginx:

  Path    : nginx (via package manager)
  Version : 1.26.0-3

  Path               : /usr/sbin/nginx
  Version            : 1.26.0
  Associated Package : nginx: /usr/sbin/nginx
  Detection Method   : Binary in $PATH
  Full Version       : 1.26.0
  Managed by OS      : True
  Nginx Plus         : False
","","","","","","","","","None","","","","2020/05/05","2025/04/30","","",""
"138330","","","None","192.168.2.133","tcp","8834","TLS Version 1.3 Protocol Detection","The remote service encrypts traffic using a version of TLS.","The remote service accepts connections encrypted using TLS 1.3.","N/A","https://tools.ietf.org/html/rfc8446","TLSv1.3 is enabled and the server supports at least one cipher.","","","","","","","","","None","","","","2020/07/09","2023/12/13","","",""
"141118","","","None","192.168.2.133","tcp","0","Target Credential Status by Authentication Protocol - Valid Credentials Provided","Valid credentials were provided for an available authentication protocol.","Nessus was able to determine that valid credentials were provided for
an authentication protocol available on the remote target because it
was able to successfully authenticate directly to the remote target
using that authentication protocol at least once. Authentication was
successful because the authentication protocol service was available
remotely, the service was able to be identified, the authentication
protocol was able to be negotiated successfully, and a set of
credentials provided in the scan policy for that authentication
protocol was accepted by the remote service. See plugin output for
details, including protocol, port, and account.

Please note the following :

- This plugin reports per protocol, so it is possible for
  valid credentials to be provided for one protocol and not
  another. For example, authentication may succeed via SSH
  but fail via SMB, while no credentials were provided for
  an available SNMP service.

- Providing valid credentials for all available
  authentication protocols may improve scan coverage, but
  the value of successful authentication for a given
  protocol may vary from target to target depending upon
  what data (if any) is gathered from the target via that
  protocol. For example, successful authentication via SSH
  is more valuable for Linux targets than for Windows
  targets, and likewise successful authentication via SMB
  is more valuable for Windows targets than for Linux
  targets.","n/a","","Nessus was able to execute commands on localhost.

","","","","","","","","","None","","","","2020/10/15","2024/03/25","","",""
"141394","","","None","192.168.2.133","tcp","0","Apache HTTP Server Installed (Linux)","The remote host has Apache HTTP Server software installed.","Apache HTTP Server is installed on the remote Linux host.","n/a","https://httpd.apache.org/","
  Path               : /usr/sbin/apache2
  Version            : 2.4.62
  Associated Package : apache2-bin: /usr/sbin/apache2
  Managed by OS      : True
  Running            : no

  Configs found :
    - /etc/apache2/apache2.conf

  Loaded modules :
    - libphp8.2
    - mod_access_compat
    - mod_alias
    - mod_auth_basic
    - mod_authn_core
    - mod_authn_file
    - mod_authz_core
    - mod_authz_host
    - mod_authz_user
    - mod_autoindex
    - mod_deflate
    - mod_dir
    - mod_env
    - mod_filter
    - mod_mime
    - mod_mpm_prefork
    - mod_negotiation
    - mod_reqtimeout
    - mod_setenvif
    - mod_status
","","","","","","","","","None","","IAVT:0001-T-0530","","2020/10/12","2025/04/30","","",""
"142640","","","None","192.168.2.133","tcp","0","Apache HTTP Server Site Enumeration","The remote host is hosting websites using Apache HTTP Server.","Domain names and IP addresses from Apache HTTP Server configuration file were retrieved from the remote 
host. Apache HTTP Server is a webserver environment written in C. Note: Only Linux- and Unix-based hosts are currently supported by this plugin.","n/a","https://httpd.apache.org/","Sites and configs present in /usr/sbin/apache2 Apache installation:
  - following sites are present in /etc/apache2/apache2.conf Apache config file:
    +  - *:80","","","","","","","","","None","","","","2020/11/09","2025/02/12","","",""
"152742","","","None","192.168.2.133","tcp","0","Unix Software Discovery Commands Available","Nessus was able to log in to the remote host using the provided
credentials and is able to execute all commands used to find
unmanaged software.","Nessus was able to determine that it is possible for plugins to find
and identify versions of software on the target host. Software that
is not managed by the operating system is typically found and
characterized using these commands.  This was measured by running
commands used by unmanaged software plugins and validating their
output against expected results.","n/a","","Unix software discovery checks are available.

Protocol : LOCAL
","","","","","","","","","None","","","","2021/08/23","2021/08/23","","",""
"157358","","","None","192.168.2.133","tcp","0","Linux Mounted Devices","Use system commands to obtain the list of mounted devices on the target machine at scan time.","Report the mounted devices information on the target machine at scan time using the following commands.
/bin/df -h
/bin/lsblk
/bin/mount -l

This plugin only reports on the tools available on the system and omits any tool
that did not return information when the command was ran.","n/a","","$ df -h
Sys. de fichiers Taille Utilisé Dispo Uti% Monté sur
udev               925M       0  925M   0% /dev
tmpfs              198M   1020K  197M   1% /run
/dev/sda1           61G     32G   27G  55% /
tmpfs              987M    4,0K  987M   1% /dev/shm
tmpfs              5,0M       0  5,0M   0% /run/lock
tmpfs              1,0M       0  1,0M   0% /run/credentials/systemd-journald.service
tmpfs              1,0M       0  1,0M   0% /run/credentials/systemd-udev-load-credentials.service
tmpfs              1,0M       0  1,0M   0% /run/credentials/systemd-sysctl.service
tmpfs              1,0M       0  1,0M   0% /run/credentials/systemd-tmpfiles-setup-dev-early.service
tmpfs              1,0M       0  1,0M   0% /run/credentials/systemd-tmpfiles-setup-dev.service
tmpfs              987M    124K  987M   1% /tmp
tmpfs              1,0M       0  1,0M   0% /run/credentials/systemd-tmpfiles-setup.service
tmpfs              1,0M       0  1,0M   0% /run/credentials/getty@tty1.service
tmpfs              198M    2,5M  195M   2% /run/user/1000


$ lsblk
NAME   MAJ:MIN RM  SIZE RO TYPE MOUNTPOINTS
sda      8:0    0   64G  0 disk 
├─sda1   8:1    0   62G  0 part /
├─sda2   8:2    0    1K  0 part 
└─sda5   8:5    0    2G  0 part [SWAP]
sr0     11:0    1 58,5M  0 rom  


$ mount -l
sysfs on /sys type sysfs (rw,nosuid,nodev,noexec,relatime)
proc on /proc type proc (rw,nosuid,nodev,noexec,relatime)
udev on /dev type devtmpfs (rw,nosuid,relatime,size=947100k,nr_inodes=236775,mode=755,inode64)
devpts on /dev/pts type devpts (rw,nosuid,noexec,relatime,gid=5,mode=620,ptmxmode=000)
tmpfs on /run type tmpfs (rw,nosuid,nodev,noexec,relatime,size=202092k,mode=755,inode64)
/dev/sda1 on / type ext4 (rw,relatime,errors=remount-ro)
securityfs on /sys/kernel/security type securityfs (rw,nosuid,nodev,noexec,relatime)
tmpfs on /dev/shm type tmpfs (rw,nosuid,nodev,inode64)
cgroup2 on /sys/fs/cgroup type cgroup2 (rw,nosuid,nodev,noexec,relatime,nsdelegate,memory_recursiveprot)
pstore on /sys/fs/pstore type pstore (rw,nosuid,nodev,noexec,relatime)
bpf on /sys/fs/bpf type bpf (rw,nosuid,nodev,noexec,relatime,mode=700)
systemd-1 on /proc/sys/fs/binfmt_misc type autofs (rw,relatime,fd=38,pgrp=1,timeout=0,minproto=5,maxproto=5,direct,pipe_ino=6166)
hugetlbfs on /dev/hugepages type hugetlbfs (rw,nosuid,nodev,relatime,pagesize=2M)
tmpfs on /run/lock type tmpfs (rw,nosuid,nodev,noexec,relatime,size=5120k,inode64)
mqueue on /dev/mqueue type mqueue (rw,nosuid,nodev,noexec,relatime)
debugfs on /sys/kernel/debug type debugfs (rw,nosuid,nodev,noexec,relatime)
tracefs on /sys/kernel/tracing type tracefs (rw,nosuid,nodev,noexec,relatime)
tmpfs on /run/credentials/systemd-journald.service type tmpfs (ro,nosuid,nodev,noexec,relatime,nosymfollow,size=1024k,nr_inodes=1024,mode=700,inode64,noswap)
tmpfs on /run/credentials/systemd-udev-load-credentials.service type tmpfs (ro,nosuid,nodev,noexec,relatime,nosymfollow,size=1024k,nr_inodes=1024,mode=700,inode64,noswap)
fusectl on /sys/fs/fuse/connections type fusectl (rw,nosuid,nodev,noexec,relatime)
tmpfs on /run/credentials/systemd-sysctl.service type tmpfs (ro,nosuid,nodev,noexec,relatime,nosymfollow,size=1024k,nr_inodes=1024,mode=700,inode64,noswap)
tmpfs on /run/credentials/systemd-tmpfiles-setup-dev-early.service type tmpfs (ro,nosuid,nodev,noexec,relatime,nosymfollow,size=1024k,nr_inodes=1024,mode=700,inode64,noswap)
configfs on /sys/kernel/config type configfs (rw,nosuid,nodev,noexec,relatime)
tmpfs on /run/credentials/systemd-tmpfiles-setup-dev.service type tmpfs (ro,nosuid,nodev,noexec,relatime,nosymfollow,size=1024k,nr_inodes=1024,mode=700,inode64,noswap)
tmpfs on /tmp type tmpfs (rw,nosuid,nodev,nr_inodes=1048576,inode64)
tmpfs on /run/credentials/systemd-tmpfiles-setup.service type tmpfs (ro,nosuid,nodev,noexec,relatime,nosymfollow,size=1024k,nr_inodes=1024,mode=700,inode64,noswap)
binfmt_misc on /proc/sys/fs/binfmt_misc type binfmt_misc (rw,nosuid,nodev,noexec,relatime)
sunrpc on /run/rpc_pipefs type rpc_pipefs (rw,relatime)
tmpfs on /run/credentials/getty@tty1.service type tmpfs (ro,nosuid,nodev,noexec,relatime,nosymfollow,size=1024k,nr_inodes=1024,mode=700,inode64,noswap)
tmpfs on /run/user/1000 type tmpfs (rw,nosuid,nodev,relatime,size=202088k,nr_inodes=50522,mode=700,uid=1000,gid=1000,inode64)
gvfsd-fuse on /run/user/1000/gvfs type fuse.gvfsd-fuse (rw,nosuid,nodev,relatime,user_id=1000,group_id=1000)
portal on /run/user/1000/doc type fuse.portal (rw,nosuid,nodev,relatime,user_id=1000,group_id=1000)


","","","","","","","","","None","","","","2022/02/03","2023/11/27","","",""
"159273","","","None","192.168.2.133","tcp","0","Dockerfile Detection for Linux/UNIX","Detected Dockerfiles on the host.","The host contains Dockerfiles, text files containing instructions to build Docker images.","n/a","https://docs.docker.com/engine/reference/builder/","Dockerfiles found: 3
 - /usr/share/metasploit-framework/tools/payloads/ysoserial/Dockerfile
 - /usr/share/metasploit-framework/vendor/bundle/ruby/3.1.0/gems/net-ssh-7.3.0/Dockerfile
 - /usr/share/metasploit-framework/vendor/bundle/ruby/3.1.0/gems/puma-6.4.3/tools/Dockerfile
","","","","","","","","","None","","","","2022/03/29","2025/04/30","","",""
"163326","","","None","192.168.2.133","tcp","0","Tenable Nessus Installed (Linux)","Tenable Nessus is installed on the remote Linux host.","Tenable Nessus is installed on the remote Linux host.","n/a","https://www.tenable.com/products/nessus","
  Path    : /opt/nessus
  Version : 10.8.4
  Build   : 20028
","","","","","","","","","None","","","","2022/07/21","2025/04/30","","",""
"168007","","","None","192.168.2.133","tcp","0","OpenSSL Installed (Linux)","OpenSSL was detected on the remote Linux host.","OpenSSL was detected on the remote Linux host.

The plugin timeout can be set to a custom value other than the plugin's default
of 15 minutes via the 'timeout.168007' scanner setting in Nessus 8.15.1 or later.

Please see https://docs.tenable.com/nessus/Content/SettingsAdvanced.htm#Custom for more information.

Note: This plugin leverages the '-maxdepth' find command option, which is a feature implemented by
the GNU find binary. If the target does not support this option, such as HP-UX and AIX devices,
users will need to enable 'thorough tests' in their scan policy to run the find command without
using a '-maxdepth' argument.","n/a","https://openssl.org/","
  Path          : openssl 3.5.0-1 (via package manager)
  Version       : 3.5.0
  Managed by OS : True
","","","","","","","","","None","","","","2022/11/21","2025/04/30","","",""
"168980","","","None","192.168.2.133","tcp","0","Enumerate the PATH Variables","Enumerates the PATH variable of the current scan user.","Enumerates the PATH variables of the current scan user.","Ensure that directories listed here are in line with corporate policy.","","Nessus has enumerated the path of the current scan user : 

/usr/local/sbin
/usr/local/bin
/usr/sbin
/usr/bin

","","","","","","","","","None","","","","2022/12/21","2025/04/30","","",""
"168982","","","None","192.168.2.133","tcp","22","Filepaths contain Dangerous characters (Linux)","This Tenable product detected files or paths on the scanned Unix-like system which contain characters with command
injection or privilege escalation potential.","This Tenable product detected files or paths on the scanned Unix-like system which contain characters with command
injection or privilege escalation potential. Although almost any character is valid for an entry in this kind of
filesystem, such as semicolons, use of some of them may lead to problems or security compromise when used in further
commands.

This product has chosen in certain plugins to avoid digging within those files and directories for security reasons.
These should be renamed to avoid security compromise.","Rename these files or folders to not include dangerous characters.","","The following files and directories contain potentially dangerous characters such as brackets, ampersand, or semicolon.
This scanner avoided access to these files when possible for safety:

liblzma5 5.6.3-1 (via package manager)
xz-utils 5.6.3-1 (via package manager)","","","","","","","","","None","","","","2022/12/21","2024/07/24","","",""
"170170","","","None","192.168.2.133","tcp","0","Enumerate the Network Interface configuration via SSH","Nessus was able to parse the Network Interface data on the remote host.","Nessus was able to parse the Network Interface data on the remote host.","n/a","","lo:
  IPv4:
    - Address : 127.0.0.1
        Netmask : 255.0.0.0
  IPv6:
    - Address : ::1
        Prefixlen : 128
        Scope : host
        ScopeID : 0x10
eth0:
  MAC : 08:00:27:d5:00:37
  IPv4:
    - Address : 192.168.2.133
        Netmask : 255.255.252.0
        Broadcast : 192.168.3.255
  IPv6:
    - Address : fe80::a00:27ff:fed5:37
        Prefixlen : 64
        Scope : link
        ScopeID : 0x20
","","","","","","","","","None","","","","2023/01/19","2025/02/11","","",""
"171410","","","None","192.168.2.133","tcp","0","IP Assignment Method Detection","Enumerates the IP address assignment method(static/dynamic).","Enumerates the IP address assignment method(static/dynamic).","n/a","","+ lo
  + IPv4
    - Address       : 127.0.0.1
      Assign Method : static
  + IPv6
    - Address       : ::1
      Assign Method : static
+ eth0
  + IPv4
    - Address       : 192.168.2.133
      Assign Method : dynamic
  + IPv6
    - Address       : fe80::a00:27ff:fed5:37
      Assign Method : static
","","","","","","","","","None","","","","2023/02/14","2025/04/28","","",""
"174788","","","None","192.168.2.133","tcp","0","SQLite Local Detection (Linux)","The remote Linux host has SQLite Database software installed.","Version information for SQLite was retrieved from the remote
host.  SQLite is an embedded database written in C.

  - To discover instances of SQLite that are not in PATH, 
    or installed via a package manager, 'Perform thorough tests' 
    setting must be enabled.","n/a","https://www.sqlite.org/","
Nessus detected 2 installs of SQLite:

  Path    : /usr/bin/sqlite3
  Version : unknown

  Path    : /bin/sqlite3
  Version : unknown
","","","","","","","","","None","","","","2023/04/26","2025/04/30","","",""
"179139","","","None","192.168.2.133","tcp","0","Package Manager Packages Report (nix)","Reports details about packages installed via package managers.","Reports details about packages installed via package managers","n/a","","Successfully retrieved and stored package data.","","","","","","","","","None","","","","2023/08/01","2025/03/03","","",""
"179200","","","None","192.168.2.133","tcp","0","Enumerate the Network Routing configuration via SSH","Nessus was able to retrieve network routing information from the remote host.","Nessus was able to retrieve network routing information the remote host.","n/a","","Gateway Routes:
  eth0:
    ipv4_gateways:
      192.168.0.1:
        subnets:
         - 0.0.0.0/0
Interface Routes:
  eth0:
    ipv4_subnets:
     - 192.168.0.0/22
    ipv6_subnets:
     - fe80::/64
","","","","","","","","","None","","","","2023/08/02","2023/08/02","","",""
"182774","","","None","192.168.2.133","tcp","0","Curl Installed (Linux / Unix)","Curl is installed on the remote Linux / Unix host.","Curl (also known as curl and cURL) is installed on the remote Linux / Unix host.

Additional information:

  - More paths will be searched and the timeout for the search will be increased
    if 'Perform thorough tests' setting is enabled.

  - The plugin timeout can be set to a custom value other than the
    plugin's default of 30 minutes via the 'timeout.182774' scanner
    setting in Nessus 8.15.1 or later.

    Please see https://docs.tenable.com/nessus/Content/SettingsAdvanced.htm#Custom for more information.","n/a","https://curl.se/","
  Path          : curl 8.13.0-1 (via package manager)
  Version       : 8.13.0
  Managed by OS : True
","","","","","","","","","None","","","","2023/10/09","2025/04/30","","",""
"189731","","","None","192.168.2.133","tcp","0","Vim Installed (Linux)","Vim is installed on the remote Linux host.","Vim is installed on the remote Linux host.","n/a","https://www.vim.org/","
Nessus detected 2 installs of Vim:

  Path    : /usr/bin/vim.tiny
  Version : 9.1

  Path    : /usr/bin/vim.basic
  Version : 9.1
","","","","","","","","","None","","","","2024/01/29","2025/04/30","","",""
"192709","","","None","192.168.2.133","tcp","0","Tukaani XZ Utils Installed (Linux / Unix)","Tukaani XZ Utils is installed on the remote Linux / Unix host.","Tukaani XZ Utils is installed on the remote Linux / Unix host.

XZ Utils consists of several components, including:
  - liblzma
  - xz

Additional information:

  - More paths will be searched and the timeout for the search will be increased
    if 'Perform thorough tests' setting is enabled.

  - The plugin timeout can be set to a custom value other than the
    plugin's default of 30 minutes via the 'timeout.192709' scanner
    setting in Nessus 8.15.1 or later.

    Please see https://docs.tenable.com/nessus/Content/SettingsAdvanced.htm#Custom for more information.","n/a","https://xz.tukaani.org/xz-utils/","
Nessus detected 2 installs of XZ Utils:

  Path          : liblzma5 5.6.3-1 (via package manager)
  Version       : 5.6.3
  Managed by OS : True

  Path          : xz-utils 5.6.3-1 (via package manager)
  Version       : 5.6.3
  Managed by OS : True
","","","","","","","","","None","","","","2024/03/29","2025/04/30","","",""
"193143","","","None","192.168.2.133","tcp","0","Linux Time Zone Information","Nessus was able to collect and report time zone information from the remote host.","Nessus was able to collect time zone information from the remote
  Linux host.","None","","Via date: CEST +0200
Via timedatectl: Time zone: Europe/Paris (CEST, +0200)
Via /etc/timezone: Europe/Paris
Via /etc/localtime: CET-1CEST,M3.5.0,M10.5.0/3
","","","","","","","","","None","","","","2024/04/10","2024/04/10","","",""
"200214","","","None","192.168.2.133","tcp","0","Libndp Installed (Linux / Unix)","Libndp is installed on the remote Linux / Unix host.","Libndp is installed on the remote Linux / Unix host.

Additional information:

  - More paths will be searched and the timeout for the search will be increased
    if 'Perform thorough tests' setting is enabled.

  - The plugin timeout can be set to a custom value other than the
    plugin's default of 30 minutes via the 'timeout.200214' scanner
    setting in Nessus 8.15.1 or later.

    Please see https://docs.tenable.com/nessus/Content/SettingsAdvanced.htm#Custom for more information.","n/a","https://github.com/jpirko/libndp","
  Path          : libndp0 1.9-1 (via package manager)
  Version       : 1.9
  Managed by OS : True
","","","","","","","","","None","","","","2024/06/07","2025/04/30","","",""
"202184","","","None","192.168.2.133","tcp","0","Ruby Programming Language Installed (Linux)","The Ruby programming language is installed on the remote Linux host.","The Ruby programming language is installed on the remote Linux host.","n/a","https://ruby.org/en/","
  Path          : package: ruby3.1  3.1.2-8.4
  Version       : 3.1.2
  Managed by OS : True
","","","","","","","","","None","","","","2024/07/11","2025/04/30","","",""
"204827","","","None","192.168.2.133","tcp","0","Exiv2 Installed (Linux / Unix)","Exiv2 is installed on the remote Linux / Unix host.","Exiv2 is installed on the remote Linux / Unix host.

Additional information:

  - More paths will be searched and the timeout for the search will be increased
    if 'Perform thorough tests' setting is enabled.

  - The plugin timeout can be set to a custom value other than the
    plugin's default of 30 minutes via the 'timeout.204827' scanner
    setting in Nessus 8.15.1 or later.

    Please see https://docs.tenable.com/nessus/Content/SettingsAdvanced.htm#Custom for more information.","n/a","https://exiv2.org/","
  Path          : exiv2 0.28.3 (via package manager)
  Version       : 0.28.3
  Managed by OS : True
","","","","","","","","","None","","","","2024/07/29","2025/04/30","","",""
"204828","","","None","192.168.2.133","tcp","0","libexiv2 Installed (Linux / Unix)","libexiv2 is installed on the remote Linux / Unix host.","libexiv2 is installed on the remote Linux / Unix host.

Additional information:

  - More paths will be searched and the timeout for the search will be increased
    if 'Perform thorough tests' setting is enabled.

  - The plugin timeout can be set to a custom value other than the
    plugin's default of 30 minutes via the 'timeout.204828' scanner
    setting in Nessus 8.15.1 or later.

    Please see https://docs.tenable.com/nessus/Content/SettingsAdvanced.htm#Custom for more information.","n/a","https://exiv2.org/","
  Path          : libexiv2-28 0.28.3 (via package manager)
  Version       : 0.28.3
  Managed by OS : True
","","","","","","","","","None","","","","2024/07/29","2025/04/30","","",""
"209654","","","None","192.168.2.133","tcp","0","OS Fingerprints Detected","Multiple OS fingerprints were detected.","Using a combination of remote probes (TCP/IP, SMB, HTTP, NTP, SNMP, etc), 
it was possible to gather one or more fingerprints from the remote system. 
While the highest-confidence result was reported in plugin 11936, “OS Identification”, 
the complete set of fingerprints detected are reported here.","n/a","","
Following OS Fingerprints were found

Remote operating system : Linux Kernel 6.11.2-amd64
Confidence level : 99
Method : uname
Type : general-purpose
Fingerprint : uname:Linux vbox-kali 6.11.2-amd64 #1 SMP PREEMPT_DYNAMIC Kali 6.11.2-1kali1 (2024-10-15) x86_64 GNU/Linux


Following fingerprints could not be used to determine OS : 
 HTTP:!:Server: NessusWWW

SSLcert:!:i/CN:Nessus Certification Authorityi/O:Nessus Users Unitedi/OU:Nessus Certification Authoritys/CN:vbox-kalis/O:Nessus Users Uniteds/OU:Nessus Server
4f4b23effef6a630a48a1187aa928629a2344e88

","","","","","","","","","None","","","","2025/02/26","2025/03/03","","",""
"232856","","","None","192.168.2.133","tcp","0","OpenVPN Installed (Linux)","OpenVPN is installed on the remote Linux host.","OpenVPN is installed on the remote Linux host.

Note: Enabling the 'Perform thorough tests' setting will search the file system more broadly.","n/a","https://openvpn.net/","
  Path          : openvpn 2.6.12-1 (via package manager)
  Version       : 2.6.12
  Managed by OS : True
","","","","","","","","","None","","","","2025/03/19","2025/04/30","","",""
"10114","CVE-1999-0524","2.1","Low","192.168.2.134","icmp","0","ICMP Timestamp Request Remote Date Disclosure","It is possible to determine the exact time set on the remote host.","The remote host answers to an ICMP timestamp request.  This allows an
attacker to know the date that is set on the targeted machine, which
may assist an unauthenticated, remote attacker in defeating time-based
authentication protocols.

Timestamps returned from machines running Windows Vista / 7 / 2008 /
2008 R2 are deliberately incorrect, but usually within 1000 seconds of
the actual system time.","Filter out the ICMP timestamp requests (13), and the outgoing ICMP
timestamp replies (14).","","The ICMP timestamps seem to be in little endian format (not in network format)
The remote clock is synchronized with the local clock.
","","","","","","","2.2","0.0037","Low","","CWE:200","","1999/08/01","2024/10/07","","",""
"10150","","","None","192.168.2.134","udp","137","Windows NetBIOS / SMB Remote Host Information Disclosure","It was possible to obtain the network name of the remote host.","The remote host is listening on UDP port 137 or TCP port 445, and
replies to NetBIOS nbtscan or SMB requests.

Note that this plugin gathers information to be used in other plugins,
but does not itself generate a report.","n/a","","The following 3 NetBIOS names have been gathered :

 DESKTOP-0HVV99E  = Computer name
 WORKGROUP        = Workgroup / Domain name
 DESKTOP-0HVV99E  = File Server Service

The remote host has the following MAC address on its adapter :

   d0:17:c2:19:bb:50","","","","","","","","","None","","","","1999/10/12","2021/02/10","","",""
"10267","","","None","192.168.2.134","tcp","22","SSH Server Type and Version Information","An SSH server is listening on this port.","It is possible to obtain information about the remote SSH server by
sending an empty authentication request.","n/a","","
SSH version : SSH-2.0-OpenSSH_for_Windows_9.5
SSH supported authentication : publickey,password,keyboard-interactive
","","","","","","","","","None","","IAVT:0001-T-0933","","1999/10/12","2024/07/24","","",""
"10287","","","None","192.168.2.134","udp","0","Traceroute Information","It was possible to obtain traceroute information.","Makes a traceroute to the remote host.","n/a","","For your information, here is the traceroute from 192.168.2.133 to 192.168.2.134 : 
192.168.2.133
192.168.2.134

Hop Count: 1
","","","","","","","","","None","","","","1999/11/27","2023/12/04","","",""
